Container_ID,Destination,Goods,Container_Length,Actual_Weight,Shipping_Company
C000921,Turkey,Seafood,40,26659,K Line
C000922,Malaysia,Wheat,20,21409,Black Sea Shipping
C000923,France,Mobile Phones,53,34393,Mediterranean Shipping Company (MSC)
C000924,Denmark,Frozen Meat,20,22089,Star Container Services
C000925,Peru,Rubber,45,29174,TS Lines
C000926,Poland,Electrical Cables,45,29143,TS Lines
C000927,Hong Kong,Garments,45,29245,ZIM Integrated Shipping Services
C000928,Turkey,Lithium Batteries,45,29213,North Korea Shipping Corporation
C000929,South Africa,Mobile Phones,40,26670,Unifeeder
C000930,Sri Lanka,Granite,40,26397,OOCL
C000931,Spain,Food Products,53,33684,K Line
C000932,Norway,Lubricants,45,29018,Safmarine
C000933,United States,Copper,45,28699,CMA CGM
C000934,Bangladesh,Footwear,45,29284,PIL (Pacific International Lines)
C000935,Singapore,Aluminum,48,32492,Ocean Network Express (ONE)
C000936,Argentina,Solar Panels,45,29215,Res Trans-Logis
C000937,Hong Kong,Semiconductors,48,33029,Hamburg Süd
C000938,Germany,Paper,48,32348,Unifeeder
C000939,Sri Lanka,Natural Gas Equipment,20,21797,Global Ocean Logistics
C000940,South Africa,Marble,45,28738,Seaboard Marine
C000941,Singapore,Automobile Parts,20,21844,COSCO Shipping
C000942,United States,Furniture,48,33022,Star Container Services
C000943,France,Industrial Tools,48,32594,TS Lines
C000944,Bangladesh,Electrical Cables,40,27168,Yang Ming Marine
C000945,Denmark,Plastic Granules,45,28654,Sinokor Merchant Marine
C000946,Sweden,Machinery,45,29066,Matson Navigation
C000947,Chile,Coal,20,21433,Res Trans-Logis
C000948,Poland,Medical Equipment,20,21984,K Line
C000949,Brazil,Lubricants,45,28748,SM Line
C000950,Sweden,Mobile Phones,45,29106,Roy Shipping Agency
C000951,Oman,Copper,48,32441,Nippon Yusen Kaisha (NYK)
C000952,Sweden,Heavy Machinery,48,32963,Black Sea Shipping
C000953,Philippines,Dairy Products,45,29281,Bahri
C000954,Germany,Tea,40,26834,Mediterranean Shipping Company (MSC)
C000955,Ukraine,Computers,45,29422,Mediterranean Shipping Company (MSC)
C000956,Sweden,Electrical Cables,40,27015,Baltic Shipping Company
C000957,Philippines,Sugar,53,34055,Crowley Maritime
C000958,Kenya,Plastic Granules,53,33705,Bahri
C000959,Vietnam,Batteries,20,22060,Evergreen Marine
C000960,Hong Kong,Chemicals,48,32501,Syrian Shipping Lines
C000961,Ukraine,Scientific Instruments,20,21816,SITC International
C000962,Sri Lanka,Leather Goods,20,21450,Seaboard Marine
C000963,United Kingdom,Industrial Chemicals,40,26555,Mediterranean Shipping Company (MSC)
C000964,Denmark,Computers,20,21965,Syrian Shipping Lines
C000965,Germany,Marble,53,33801,OOCL
C000966,Turkey,Lithium Batteries,45,28941,SM Line
C000967,Denmark,Computers,45,29137,APL
C000968,Vietnam,Wheat,45,29071,X-Press Feeders
C000969,Portugal,Industrial Tools,48,32394,Crowley Maritime
C000970,Thailand,Semiconductors,45,29170,Matson Navigation
C000971,Nigeria,Lubricants,48,32806,Emirates Shipping Line
C000972,Canada,Solar Panels,40,26501,Hamburg Süd
C000973,Portugal,Vehicles,48,32663,Mediterranean Shipping Company (MSC)
C000974,Italy,Industrial Chemicals,40,26385,Yang Ming Marine
C000975,United States,Vegetables,53,33980,Emirates Shipping Line
C000976,United Arab Emirates,Electronics,48,33007,Evergreen Marine
C000977,South Africa,Vegetables,53,33901,Unifeeder
C000978,Vietnam,Petroleum Products,53,33679,Bahri
C000979,Hong Kong,Natural Gas Equipment,48,32526,Evergreen Marine
C000980,France,Industrial Chemicals,48,32426,North Korea Shipping Corporation
C000981,Sri Lanka,Tea,20,21683,Safmarine
C000982,Netherlands,Footwear,48,32423,X-Press Feeders
C000983,Spain,Lithium Batteries,53,34214,PIL (Pacific International Lines)
C000984,Belgium,Solvents,45,29232,APL
C000985,Vietnam,Corn,40,26880,Matson Navigation
C000986,South Africa,Vaccines,20,21420,Sinokor Merchant Marine
C000987,United States,Granite,53,33629,Black Sea Shipping
C000988,Pakistan,Solvents,20,22113,Unifeeder
C000989,Greece,Natural Gas Equipment,53,33812,Res Trans-Logis
C000990,Canada,Ceramics,53,34329,Matson Navigation
C000991,Denmark,Wheat,53,33854,X-Press Feeders
C000992,Poland,Machinery,48,32822,SITC International
C000993,Poland,Granite,20,21741,Hyundai Merchant Marine (HMM)
C000994,Taiwan,Garments,20,22058,Yang Ming Marine
C000995,Malaysia,Sand,20,21746,Safmarine
C000996,Mexico,Automobile Parts,48,32363,Hyundai Merchant Marine (HMM)
C000997,Bangladesh,Timber,20,21977,Maersk
C000998,Poland,Machinery,53,34248,Star Container Services
C000999,Malaysia,Food Products,48,32312,Bahri
C001000,South Africa,Industrial Tools,53,34035,Global Ocean Logistics
